HITId,Input.characters,Input.texts,Answer.agreeable,Answer.conscientious,Answer.extraverted,Answer.open,Answer.stable
3TLFH2L6Y938H6TVZ4YDB47PY9NT2K,Rachel Green,"<b>s02_e03_c11(1) for Rachel Green</b><br><br><b>Chandler Bing</b>: Janice was my safety net, ok? And now I have to get a snake.<br><br><b>Phoebe Buffay</b>: Uh huh. Why is that?<br><br><b>Chandler Bing</b>: If I'm gonna be an old, lonely man, I'm gonna need a thing, you know, a hook, like that guy on the subway who eats his own face. So I figure I'll be Crazy Man with a Snake, yknow. Crazy Snake Man. And I'll get more snakes, call them my babies, kids will walk past my place, they will run. ""Run away from Crazy Snake Man,"" they'll shout!<br><br><b>Monica Geller</b>: You have got to get over this. You're not gonna end up alone.<br><br><b>Chandler Bing</b>: Of course I am. I reject anyone who's crazy enough to actually go out with me, and then I bitch about the fact that there aren't any great women out there.<br><br><b>Rachel Green</b>: Chandler, you have just described virtually every man that we have ever gone out with.<br><br><b>Monica Geller</b>: You are not a freak. You're a guy.<br><br><b>Rachel Green</b>: She's right. She's right. You are no different than the rest of them.<br><br><b>Monica Geller</b>: Wait a minute, wait a minute. Yes he is. You are totally different.<br><br><b>Chandler Bing</b>: In a bad way?<br><br><b>Monica Geller</b>: No, honey, in a wonderful way. You know what you want now. Most guys don't even have a clue. You are ready to take risks, you are ready to be vulnerable, and intimate with someone.<br><br><b>Rachel Green</b>: Yeah. You're not gonna end up alone.<br><br><b>Phoebe Buffay</b>: Chandler, you called Janice! That's how much you wanted to be with someone!<br><br><b>Monica Geller</b>: You made it!<br><br><b>Phoebe Buffay</b>: You're there!<br><br><b>Rachel Green</b>: You are ready to make a commitment!<br><br><b>Chandler Bing</b>: Whoa! Don't know about that.<br><br><b>Rachel Green</b>: What you got there? Something else that's not yours that you can break?<br><br><b>Monica Geller</b>: No. Um, I know you like this, and I want you to have it. I think it'll look good in our apartment.<br><br><b>Rachel Green</b>: Thank you.<br><br>",1.0,0.0,0.0,1.0,1.0
3TLFH2L6Y938H6TVZ4YDB47PY9NT2K,Rachel Green,"<b>s02_e03_c11(1) for Rachel Green</b><br><br><b>Chandler Bing</b>: Janice was my safety net, ok? And now I have to get a snake.<br><br><b>Phoebe Buffay</b>: Uh huh. Why is that?<br><br><b>Chandler Bing</b>: If I'm gonna be an old, lonely man, I'm gonna need a thing, you know, a hook, like that guy on the subway who eats his own face. So I figure I'll be Crazy Man with a Snake, yknow. Crazy Snake Man. And I'll get more snakes, call them my babies, kids will walk past my place, they will run. ""Run away from Crazy Snake Man,"" they'll shout!<br><br><b>Monica Geller</b>: You have got to get over this. You're not gonna end up alone.<br><br><b>Chandler Bing</b>: Of course I am. I reject anyone who's crazy enough to actually go out with me, and then I bitch about the fact that there aren't any great women out there.<br><br><b>Rachel Green</b>: Chandler, you have just described virtually every man that we have ever gone out with.<br><br><b>Monica Geller</b>: You are not a freak. You're a guy.<br><br><b>Rachel Green</b>: She's right. She's right. You are no different than the rest of them.<br><br><b>Monica Geller</b>: Wait a minute, wait a minute. Yes he is. You are totally different.<br><br><b>Chandler Bing</b>: In a bad way?<br><br><b>Monica Geller</b>: No, honey, in a wonderful way. You know what you want now. Most guys don't even have a clue. You are ready to take risks, you are ready to be vulnerable, and intimate with someone.<br><br><b>Rachel Green</b>: Yeah. You're not gonna end up alone.<br><br><b>Phoebe Buffay</b>: Chandler, you called Janice! That's how much you wanted to be with someone!<br><br><b>Monica Geller</b>: You made it!<br><br><b>Phoebe Buffay</b>: You're there!<br><br><b>Rachel Green</b>: You are ready to make a commitment!<br><br><b>Chandler Bing</b>: Whoa! Don't know about that.<br><br><b>Rachel Green</b>: What you got there? Something else that's not yours that you can break?<br><br><b>Monica Geller</b>: No. Um, I know you like this, and I want you to have it. I think it'll look good in our apartment.<br><br><b>Rachel Green</b>: Thank you.<br><br>",0.0,0.0,0.0,0.0,0.0
3TLFH2L6Y938H6TVZ4YDB47PY9NT2K,Rachel Green,"<b>s02_e03_c11(1) for Rachel Green</b><br><br><b>Chandler Bing</b>: Janice was my safety net, ok? And now I have to get a snake.<br><br><b>Phoebe Buffay</b>: Uh huh. Why is that?<br><br><b>Chandler Bing</b>: If I'm gonna be an old, lonely man, I'm gonna need a thing, you know, a hook, like that guy on the subway who eats his own face. So I figure I'll be Crazy Man with a Snake, yknow. Crazy Snake Man. And I'll get more snakes, call them my babies, kids will walk past my place, they will run. ""Run away from Crazy Snake Man,"" they'll shout!<br><br><b>Monica Geller</b>: You have got to get over this. You're not gonna end up alone.<br><br><b>Chandler Bing</b>: Of course I am. I reject anyone who's crazy enough to actually go out with me, and then I bitch about the fact that there aren't any great women out there.<br><br><b>Rachel Green</b>: Chandler, you have just described virtually every man that we have ever gone out with.<br><br><b>Monica Geller</b>: You are not a freak. You're a guy.<br><br><b>Rachel Green</b>: She's right. She's right. You are no different than the rest of them.<br><br><b>Monica Geller</b>: Wait a minute, wait a minute. Yes he is. You are totally different.<br><br><b>Chandler Bing</b>: In a bad way?<br><br><b>Monica Geller</b>: No, honey, in a wonderful way. You know what you want now. Most guys don't even have a clue. You are ready to take risks, you are ready to be vulnerable, and intimate with someone.<br><br><b>Rachel Green</b>: Yeah. You're not gonna end up alone.<br><br><b>Phoebe Buffay</b>: Chandler, you called Janice! That's how much you wanted to be with someone!<br><br><b>Monica Geller</b>: You made it!<br><br><b>Phoebe Buffay</b>: You're there!<br><br><b>Rachel Green</b>: You are ready to make a commitment!<br><br><b>Chandler Bing</b>: Whoa! Don't know about that.<br><br><b>Rachel Green</b>: What you got there? Something else that's not yours that you can break?<br><br><b>Monica Geller</b>: No. Um, I know you like this, and I want you to have it. I think it'll look good in our apartment.<br><br><b>Rachel Green</b>: Thank you.<br><br>",1.0,1.0,1.0,1.0,1.0
3N2YPY1GI6DFPE90XJTTEN4ZSXTVE4,Monica Geller,"<b>s02_e03_c11(0) for Monica Geller</b><br><br><b>Rachel Green</b>: I am. Let me just get my coat.<br><br><b>Monica Geller</b>: Ok, all right. It was an accident, I swear, all right. I was putting on my jacket, and the thing, and the lamp, and it broke.<br><br><b>Rachel Green</b>: Oh, please, Monica. You've always hated my lamp, and then, all of a sudden, it's just magically broken?<br><br><b>Monica Geller</b>: Phoebe, tell her!<br><br><b>Phoebe Buffay</b>: Ok, I didn't see it, because I was putting on my jacket, but I uh want to believe you.<br><br><b>Rachel Green</b>: Hey Chandler. Monica just broke my seashell lamp.<br><br><b>Chandler Bing</b>: Neat. I'm gonna die alone.<br><br><b>Rachel Green</b>: Ok, you win.<br><br><b>Monica Geller</b>: Chandler, you're not gonna die alone.<br><br><b>Chandler Bing</b>: Janice was my safety net, ok? And now I have to get a snake.<br><br><b>Phoebe Buffay</b>: Uh huh. Why is that?<br><br><b>Chandler Bing</b>: If I'm gonna be an old, lonely man, I'm gonna need a thing, you know, a hook, like that guy on the subway who eats his own face. So I figure I'll be Crazy Man with a Snake, yknow. Crazy Snake Man. And I'll get more snakes, call them my babies, kids will walk past my place, they will run. ""Run away from Crazy Snake Man,"" they'll shout!<br><br><b>Monica Geller</b>: You have got to get over this. You're not gonna end up alone.<br><br><b>Chandler Bing</b>: Of course I am. I reject anyone who's crazy enough to actually go out with me, and then I bitch about the fact that there aren't any great women out there.<br><br><b>Rachel Green</b>: Chandler, you have just described virtually every man that we have ever gone out with.<br><br><b>Monica Geller</b>: You are not a freak. You're a guy.<br><br><b>Rachel Green</b>: She's right. She's right. You are no different than the rest of them.<br><br><b>Monica Geller</b>: Wait a minute, wait a minute. Yes he is. You are totally different.<br><br><b>Chandler Bing</b>: In a bad way?<br><br><b>Monica Geller</b>: No, honey, in a wonderful way. You know what you want now. Most guys don't even have a clue. You are ready to take risks, you are ready to be vulnerable, and intimate with someone.<br><br><b>Rachel Green</b>: Yeah. You're not gonna end up alone.<br><br><b>Phoebe Buffay</b>: Chandler, you called Janice! That's how much you wanted to be with someone!<br><br><b>Monica Geller</b>: You made it!<br><br><b>Phoebe Buffay</b>: You're there!<br><br><b>Rachel Green</b>: You are ready to make a commitment!<br><br><b>Chandler Bing</b>: Whoa! Don't know about that.<br><br><b>Rachel Green</b>: What you got there? Something else that's not yours that you can break?<br><br><b>Monica Geller</b>: No. Um, I know you like this, and I want you to have it. I think it'll look good in our apartment.<br><br><b>Rachel Green</b>: Thank you.<br><br><b>Monica Geller</b>: That's fine.<br><br>",-1.0,-1.0,1.0,1.0,0.0
3N2YPY1GI6DFPE90XJTTEN4ZSXTVE4,Monica Geller,"<b>s02_e03_c11(0) for Monica Geller</b><br><br><b>Rachel Green</b>: I am. Let me just get my coat.<br><br><b>Monica Geller</b>: Ok, all right. It was an accident, I swear, all right. I was putting on my jacket, and the thing, and the lamp, and it broke.<br><br><b>Rachel Green</b>: Oh, please, Monica. You've always hated my lamp, and then, all of a sudden, it's just magically broken?<br><br><b>Monica Geller</b>: Phoebe, tell her!<br><br><b>Phoebe Buffay</b>: Ok, I didn't see it, because I was putting on my jacket, but I uh want to believe you.<br><br><b>Rachel Green</b>: Hey Chandler. Monica just broke my seashell lamp.<br><br><b>Chandler Bing</b>: Neat. I'm gonna die alone.<br><br><b>Rachel Green</b>: Ok, you win.<br><br><b>Monica Geller</b>: Chandler, you're not gonna die alone.<br><br><b>Chandler Bing</b>: Janice was my safety net, ok? And now I have to get a snake.<br><br><b>Phoebe Buffay</b>: Uh huh. Why is that?<br><br><b>Chandler Bing</b>: If I'm gonna be an old, lonely man, I'm gonna need a thing, you know, a hook, like that guy on the subway who eats his own face. So I figure I'll be Crazy Man with a Snake, yknow. Crazy Snake Man. And I'll get more snakes, call them my babies, kids will walk past my place, they will run. ""Run away from Crazy Snake Man,"" they'll shout!<br><br><b>Monica Geller</b>: You have got to get over this. You're not gonna end up alone.<br><br><b>Chandler Bing</b>: Of course I am. I reject anyone who's crazy enough to actually go out with me, and then I bitch about the fact that there aren't any great women out there.<br><br><b>Rachel Green</b>: Chandler, you have just described virtually every man that we have ever gone out with.<br><br><b>Monica Geller</b>: You are not a freak. You're a guy.<br><br><b>Rachel Green</b>: She's right. She's right. You are no different than the rest of them.<br><br><b>Monica Geller</b>: Wait a minute, wait a minute. Yes he is. You are totally different.<br><br><b>Chandler Bing</b>: In a bad way?<br><br><b>Monica Geller</b>: No, honey, in a wonderful way. You know what you want now. Most guys don't even have a clue. You are ready to take risks, you are ready to be vulnerable, and intimate with someone.<br><br><b>Rachel Green</b>: Yeah. You're not gonna end up alone.<br><br><b>Phoebe Buffay</b>: Chandler, you called Janice! That's how much you wanted to be with someone!<br><br><b>Monica Geller</b>: You made it!<br><br><b>Phoebe Buffay</b>: You're there!<br><br><b>Rachel Green</b>: You are ready to make a commitment!<br><br><b>Chandler Bing</b>: Whoa! Don't know about that.<br><br><b>Rachel Green</b>: What you got there? Something else that's not yours that you can break?<br><br><b>Monica Geller</b>: No. Um, I know you like this, and I want you to have it. I think it'll look good in our apartment.<br><br><b>Rachel Green</b>: Thank you.<br><br><b>Monica Geller</b>: That's fine.<br><br>",1.0,1.0,1.0,0.0,1.0
3N2YPY1GI6DFPE90XJTTEN4ZSXTVE4,Monica Geller,"<b>s02_e03_c11(0) for Monica Geller</b><br><br><b>Rachel Green</b>: I am. Let me just get my coat.<br><br><b>Monica Geller</b>: Ok, all right. It was an accident, I swear, all right. I was putting on my jacket, and the thing, and the lamp, and it broke.<br><br><b>Rachel Green</b>: Oh, please, Monica. You've always hated my lamp, and then, all of a sudden, it's just magically broken?<br><br><b>Monica Geller</b>: Phoebe, tell her!<br><br><b>Phoebe Buffay</b>: Ok, I didn't see it, because I was putting on my jacket, but I uh want to believe you.<br><br><b>Rachel Green</b>: Hey Chandler. Monica just broke my seashell lamp.<br><br><b>Chandler Bing</b>: Neat. I'm gonna die alone.<br><br><b>Rachel Green</b>: Ok, you win.<br><br><b>Monica Geller</b>: Chandler, you're not gonna die alone.<br><br><b>Chandler Bing</b>: Janice was my safety net, ok? And now I have to get a snake.<br><br><b>Phoebe Buffay</b>: Uh huh. Why is that?<br><br><b>Chandler Bing</b>: If I'm gonna be an old, lonely man, I'm gonna need a thing, you know, a hook, like that guy on the subway who eats his own face. So I figure I'll be Crazy Man with a Snake, yknow. Crazy Snake Man. And I'll get more snakes, call them my babies, kids will walk past my place, they will run. ""Run away from Crazy Snake Man,"" they'll shout!<br><br><b>Monica Geller</b>: You have got to get over this. You're not gonna end up alone.<br><br><b>Chandler Bing</b>: Of course I am. I reject anyone who's crazy enough to actually go out with me, and then I bitch about the fact that there aren't any great women out there.<br><br><b>Rachel Green</b>: Chandler, you have just described virtually every man that we have ever gone out with.<br><br><b>Monica Geller</b>: You are not a freak. You're a guy.<br><br><b>Rachel Green</b>: She's right. She's right. You are no different than the rest of them.<br><br><b>Monica Geller</b>: Wait a minute, wait a minute. Yes he is. You are totally different.<br><br><b>Chandler Bing</b>: In a bad way?<br><br><b>Monica Geller</b>: No, honey, in a wonderful way. You know what you want now. Most guys don't even have a clue. You are ready to take risks, you are ready to be vulnerable, and intimate with someone.<br><br><b>Rachel Green</b>: Yeah. You're not gonna end up alone.<br><br><b>Phoebe Buffay</b>: Chandler, you called Janice! That's how much you wanted to be with someone!<br><br><b>Monica Geller</b>: You made it!<br><br><b>Phoebe Buffay</b>: You're there!<br><br><b>Rachel Green</b>: You are ready to make a commitment!<br><br><b>Chandler Bing</b>: Whoa! Don't know about that.<br><br><b>Rachel Green</b>: What you got there? Something else that's not yours that you can break?<br><br><b>Monica Geller</b>: No. Um, I know you like this, and I want you to have it. I think it'll look good in our apartment.<br><br><b>Rachel Green</b>: Thank you.<br><br><b>Monica Geller</b>: That's fine.<br><br>",1.0,0.0,1.0,1.0,0.0
3R15W654VD81QCNBS6MNLVVBK2FQLS,Phoebe Buffay,"<b>s02_e04_c02(0) for Phoebe Buffay</b><br><br><b>Joey Tribbiani</b>: This is unbelievable Phoebs, how can you be married?<br><br><b>Phoebe Buffay</b>: Well, I mean, I'm not married married, ya know, he's just a friend and he's gay and he's just from Canada and he just needed a green card.<br><br><b>Monica Geller</b>: I can't believe you married Duncan. I mean how could you not tell me? We lived together, we told each other everything.<br><br><b>Phoebe Buffay</b>: I'm sorry Monica but I knew if I told you, you'd get really, like, judgemental and you would not approve.<br><br><b>Monica Geller</b>: Of course I wouldn't approve, I mean, you were totally in love with this guy who, hello, was gay. I mean, what the hell were you thinking?<br><br><b>Ross Geller</b>: You see, and you thought she'd be judgemental.<br><br><b>Phoebe Buffay</b>: OK, I wasn't in love with him and I was just helping out a friend.<br><br><b>Monica Geller</b>: Please, when he left town you stayed in your pajamas for a month and I saw you eat a cheeseburger.<br><br><b>All</b>: Huuh.<br><br><b>Monica Geller</b>: Well, didn't you?<br><br><b>Phoebe Buffay</b>: I might have.<br><br><b>Monica Geller</b>: I can't believe you didn't tell me.<br><br><b>Phoebe Buffay</b>: Oh, c'mon, like you tell me everything.<br><br><b>Monica Geller</b>: What have I not told you?<br><br><b>Phoebe Buffay</b>: Oh, I don't know. Umm, how about the fact that the underwear out there on the telephone pole is yours from when you were having sex with Fun Bobby out on the terrace.<br><br><b>Rachel Green</b>: What!<br><br><b>Monica Geller</b>: Wait a minute, who told you? [turns to Chandler who's looking sheepish] You are dead meat.<br><br><b>Chandler Bing</b>: I didn't know it was a big secret.<br><br><b>Monica Geller</b>: Oh it's not big, not at all, you know, kinda the same lines as, say, oh I don't know, having a third nipple.<br><br><b>Phoebe Buffay</b>: You have a third nipple?<br><br>",-1.0,-1.0,-1.0,-1.0,-1.0
3R15W654VD81QCNBS6MNLVVBK2FQLS,Phoebe Buffay,"<b>s02_e04_c02(0) for Phoebe Buffay</b><br><br><b>Joey Tribbiani</b>: This is unbelievable Phoebs, how can you be married?<br><br><b>Phoebe Buffay</b>: Well, I mean, I'm not married married, ya know, he's just a friend and he's gay and he's just from Canada and he just needed a green card.<br><br><b>Monica Geller</b>: I can't believe you married Duncan. I mean how could you not tell me? We lived together, we told each other everything.<br><br><b>Phoebe Buffay</b>: I'm sorry Monica but I knew if I told you, you'd get really, like, judgemental and you would not approve.<br><br><b>Monica Geller</b>: Of course I wouldn't approve, I mean, you were totally in love with this guy who, hello, was gay. I mean, what the hell were you thinking?<br><br><b>Ross Geller</b>: You see, and you thought she'd be judgemental.<br><br><b>Phoebe Buffay</b>: OK, I wasn't in love with him and I was just helping out a friend.<br><br><b>Monica Geller</b>: Please, when he left town you stayed in your pajamas for a month and I saw you eat a cheeseburger.<br><br><b>All</b>: Huuh.<br><br><b>Monica Geller</b>: Well, didn't you?<br><br><b>Phoebe Buffay</b>: I might have.<br><br><b>Monica Geller</b>: I can't believe you didn't tell me.<br><br><b>Phoebe Buffay</b>: Oh, c'mon, like you tell me everything.<br><br><b>Monica Geller</b>: What have I not told you?<br><br><b>Phoebe Buffay</b>: Oh, I don't know. Umm, how about the fact that the underwear out there on the telephone pole is yours from when you were having sex with Fun Bobby out on the terrace.<br><br><b>Rachel Green</b>: What!<br><br><b>Monica Geller</b>: Wait a minute, who told you? [turns to Chandler who's looking sheepish] You are dead meat.<br><br><b>Chandler Bing</b>: I didn't know it was a big secret.<br><br><b>Monica Geller</b>: Oh it's not big, not at all, you know, kinda the same lines as, say, oh I don't know, having a third nipple.<br><br><b>Phoebe Buffay</b>: You have a third nipple?<br><br>",0.0,0.0,1.0,0.0,-1.0
3R15W654VD81QCNBS6MNLVVBK2FQLS,Phoebe Buffay,"<b>s02_e04_c02(0) for Phoebe Buffay</b><br><br><b>Joey Tribbiani</b>: This is unbelievable Phoebs, how can you be married?<br><br><b>Phoebe Buffay</b>: Well, I mean, I'm not married married, ya know, he's just a friend and he's gay and he's just from Canada and he just needed a green card.<br><br><b>Monica Geller</b>: I can't believe you married Duncan. I mean how could you not tell me? We lived together, we told each other everything.<br><br><b>Phoebe Buffay</b>: I'm sorry Monica but I knew if I told you, you'd get really, like, judgemental and you would not approve.<br><br><b>Monica Geller</b>: Of course I wouldn't approve, I mean, you were totally in love with this guy who, hello, was gay. I mean, what the hell were you thinking?<br><br><b>Ross Geller</b>: You see, and you thought she'd be judgemental.<br><br><b>Phoebe Buffay</b>: OK, I wasn't in love with him and I was just helping out a friend.<br><br><b>Monica Geller</b>: Please, when he left town you stayed in your pajamas for a month and I saw you eat a cheeseburger.<br><br><b>All</b>: Huuh.<br><br><b>Monica Geller</b>: Well, didn't you?<br><br><b>Phoebe Buffay</b>: I might have.<br><br><b>Monica Geller</b>: I can't believe you didn't tell me.<br><br><b>Phoebe Buffay</b>: Oh, c'mon, like you tell me everything.<br><br><b>Monica Geller</b>: What have I not told you?<br><br><b>Phoebe Buffay</b>: Oh, I don't know. Umm, how about the fact that the underwear out there on the telephone pole is yours from when you were having sex with Fun Bobby out on the terrace.<br><br><b>Rachel Green</b>: What!<br><br><b>Monica Geller</b>: Wait a minute, who told you? [turns to Chandler who's looking sheepish] You are dead meat.<br><br><b>Chandler Bing</b>: I didn't know it was a big secret.<br><br><b>Monica Geller</b>: Oh it's not big, not at all, you know, kinda the same lines as, say, oh I don't know, having a third nipple.<br><br><b>Phoebe Buffay</b>: You have a third nipple?<br><br>",1.0,0.0,1.0,0.0,0.0
375VSR8FVWOL72JFKM2WY0GEVXPZRL,Monica Geller,"<b>s02_e04_c02(0) for Monica Geller</b><br><br><b>Joey Tribbiani</b>: This is unbelievable Phoebs, how can you be married?<br><br><b>Phoebe Buffay</b>: Well, I mean, I'm not married married, ya know, he's just a friend and he's gay and he's just from Canada and he just needed a green card.<br><br><b>Monica Geller</b>: I can't believe you married Duncan. I mean how could you not tell me? We lived together, we told each other everything.<br><br><b>Phoebe Buffay</b>: I'm sorry Monica but I knew if I told you, you'd get really, like, judgemental and you would not approve.<br><br><b>Monica Geller</b>: Of course I wouldn't approve, I mean, you were totally in love with this guy who, hello, was gay. I mean, what the hell were you thinking?<br><br><b>Ross Geller</b>: You see, and you thought she'd be judgemental.<br><br><b>Phoebe Buffay</b>: OK, I wasn't in love with him and I was just helping out a friend.<br><br><b>Monica Geller</b>: Please, when he left town you stayed in your pajamas for a month and I saw you eat a cheeseburger.<br><br><b>All</b>: Huuh.<br><br><b>Monica Geller</b>: Well, didn't you?<br><br><b>Phoebe Buffay</b>: I might have.<br><br><b>Monica Geller</b>: I can't believe you didn't tell me.<br><br><b>Phoebe Buffay</b>: Oh, c'mon, like you tell me everything.<br><br><b>Monica Geller</b>: What have I not told you?<br><br><b>Phoebe Buffay</b>: Oh, I don't know. Umm, how about the fact that the underwear out there on the telephone pole is yours from when you were having sex with Fun Bobby out on the terrace.<br><br><b>Rachel Green</b>: What!<br><br><b>Monica Geller</b>: Wait a minute, who told you? [turns to Chandler who's looking sheepish] You are dead meat.<br><br><b>Chandler Bing</b>: I didn't know it was a big secret.<br><br><b>Monica Geller</b>: Oh it's not big, not at all, you know, kinda the same lines as, say, oh I don't know, having a third nipple.<br><br>",1.0,0.0,1.0,1.0,1.0
375VSR8FVWOL72JFKM2WY0GEVXPZRL,Monica Geller,"<b>s02_e04_c02(0) for Monica Geller</b><br><br><b>Joey Tribbiani</b>: This is unbelievable Phoebs, how can you be married?<br><br><b>Phoebe Buffay</b>: Well, I mean, I'm not married married, ya know, he's just a friend and he's gay and he's just from Canada and he just needed a green card.<br><br><b>Monica Geller</b>: I can't believe you married Duncan. I mean how could you not tell me? We lived together, we told each other everything.<br><br><b>Phoebe Buffay</b>: I'm sorry Monica but I knew if I told you, you'd get really, like, judgemental and you would not approve.<br><br><b>Monica Geller</b>: Of course I wouldn't approve, I mean, you were totally in love with this guy who, hello, was gay. I mean, what the hell were you thinking?<br><br><b>Ross Geller</b>: You see, and you thought she'd be judgemental.<br><br><b>Phoebe Buffay</b>: OK, I wasn't in love with him and I was just helping out a friend.<br><br><b>Monica Geller</b>: Please, when he left town you stayed in your pajamas for a month and I saw you eat a cheeseburger.<br><br><b>All</b>: Huuh.<br><br><b>Monica Geller</b>: Well, didn't you?<br><br><b>Phoebe Buffay</b>: I might have.<br><br><b>Monica Geller</b>: I can't believe you didn't tell me.<br><br><b>Phoebe Buffay</b>: Oh, c'mon, like you tell me everything.<br><br><b>Monica Geller</b>: What have I not told you?<br><br><b>Phoebe Buffay</b>: Oh, I don't know. Umm, how about the fact that the underwear out there on the telephone pole is yours from when you were having sex with Fun Bobby out on the terrace.<br><br><b>Rachel Green</b>: What!<br><br><b>Monica Geller</b>: Wait a minute, who told you? [turns to Chandler who's looking sheepish] You are dead meat.<br><br><b>Chandler Bing</b>: I didn't know it was a big secret.<br><br><b>Monica Geller</b>: Oh it's not big, not at all, you know, kinda the same lines as, say, oh I don't know, having a third nipple.<br><br>",1.0,1.0,1.0,1.0,0.0
375VSR8FVWOL72JFKM2WY0GEVXPZRL,Monica Geller,"<b>s02_e04_c02(0) for Monica Geller</b><br><br><b>Joey Tribbiani</b>: This is unbelievable Phoebs, how can you be married?<br><br><b>Phoebe Buffay</b>: Well, I mean, I'm not married married, ya know, he's just a friend and he's gay and he's just from Canada and he just needed a green card.<br><br><b>Monica Geller</b>: I can't believe you married Duncan. I mean how could you not tell me? We lived together, we told each other everything.<br><br><b>Phoebe Buffay</b>: I'm sorry Monica but I knew if I told you, you'd get really, like, judgemental and you would not approve.<br><br><b>Monica Geller</b>: Of course I wouldn't approve, I mean, you were totally in love with this guy who, hello, was gay. I mean, what the hell were you thinking?<br><br><b>Ross Geller</b>: You see, and you thought she'd be judgemental.<br><br><b>Phoebe Buffay</b>: OK, I wasn't in love with him and I was just helping out a friend.<br><br><b>Monica Geller</b>: Please, when he left town you stayed in your pajamas for a month and I saw you eat a cheeseburger.<br><br><b>All</b>: Huuh.<br><br><b>Monica Geller</b>: Well, didn't you?<br><br><b>Phoebe Buffay</b>: I might have.<br><br><b>Monica Geller</b>: I can't believe you didn't tell me.<br><br><b>Phoebe Buffay</b>: Oh, c'mon, like you tell me everything.<br><br><b>Monica Geller</b>: What have I not told you?<br><br><b>Phoebe Buffay</b>: Oh, I don't know. Umm, how about the fact that the underwear out there on the telephone pole is yours from when you were having sex with Fun Bobby out on the terrace.<br><br><b>Rachel Green</b>: What!<br><br><b>Monica Geller</b>: Wait a minute, who told you? [turns to Chandler who's looking sheepish] You are dead meat.<br><br><b>Chandler Bing</b>: I didn't know it was a big secret.<br><br><b>Monica Geller</b>: Oh it's not big, not at all, you know, kinda the same lines as, say, oh I don't know, having a third nipple.<br><br>",0.0,1.0,1.0,1.0,1.0
3C8QQOM6JPGO9EZSFYHECT4PTSYILH,Rachel Green,"<b>s02_e04_c04(0) for Rachel Green</b><br><br><b>Ross Geller</b>: OK sweetie, I'll see you later.<br><br><b>Julie</b>: See you later Rach.<br><br><b>Rachel Green</b>: Bye-bye Julie. [Julie leaves] [Rachel is still cleaning, Ross is laying on the couch. Ross kicks Rachel in the butt.]<br><br><b>Rachel Green</b>: Hey.<br><br><b>Ross Geller</b>: Hey. [Ross kicks her again]<br><br><b>Rachel Green</b>: Hey, c'mon, cut it out.<br><br><b>Ross Geller</b>: Hey?<br><br><b>Rachel Green</b>: What?<br><br><b>Ross Geller</b>: Can I ask you somethin'?<br><br><b>Rachel Green</b>: Sure.<br><br><b>Ross Geller</b>: Naa.<br><br><b>Rachel Green</b>: What? C'mon, talk to me.<br><br><b>Ross Geller</b>: OK, what's the longest you've been in the relationship before ha, have, having the sex?<br><br><b>Rachel Green</b>: Why? Who's not having. . . Are you and Julie not, are, are you and, are you and Julie not having sex?<br><br><b>Ross Geller</b>: Technically, huh, no.<br><br><b>Rachel Green</b>: Wow. Is it, is it 'cause she's so cold in bed. Or, or is it 'cause she's like, kinda bossy, makes it feel like school?<br><br><b>Ross Geller</b>: No, no, she's great and it's not like we haven't done anything. I mean, uh, uh, we, we do plenty of other stuff, lot's of other stuff, like uhh. . .<br><br><b>Rachel Green</b>: No, no no no, don't need to know the details.<br><br><b>Ross Geller</b>: It's just, it's, it's me. You, you know I've only been with one woman my whole life and she turned out to be a lesbian. So now I've got myself all psyched out, you know, and it's become, like this, this thing and I. . . Well, you just must think I'm weird.<br><br><b>Rachel Green</b>: No, no, no, no I don't think it's weird, I think, I think umm, in fact, in fact you know what I think?<br><br><b>Ross Geller</b>: What?<br><br><b>Rachel Green</b>: I think it's sexy.<br><br><b>Ross Geller</b>: Sexy?<br><br><b>Rachel Green</b>: Let me tell you something. As a woman there is nothing sexier than a man who does not want to have sex.<br><br><b>Ross Geller</b>: No kidding?<br><br><b>Rachel Green</b>: Oh yeah. In fact you know what I'd do?<br><br><b>Ross Geller</b>: What?<br><br><b>Rachel Green</b>: I'd wait.<br><br><b>Ross Geller</b>: You'd wait?<br><br>",1.0,0.0,1.0,0.0,0.0
